Gene,Screen,Plate,Project,Dataset,Image,Phenotype,Phenotype Term Name,Phenotype Term Accession,Phenotype Term Accession URL
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974863,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974863,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974863,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974863,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974862,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974862,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974862,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974862,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974862,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974862,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973650,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973650,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973650,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973650,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973650,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973650,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974856,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974856,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974856,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974856,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974856,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974856,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973672,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973672,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973672,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973672,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973672,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973672,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973669,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973669,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973669,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973669,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973669,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973669,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973661,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973661,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973661,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973661,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973661,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973661,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973660,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973660,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973660,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973660,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973660,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973660,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973653,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973653,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973653,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973653,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973653,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2973653,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974859,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974859,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974859,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974859,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974859,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974859,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974873,"Large, spread",increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974873,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974873,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,http://www.ebi.ac.uk/cmpo/CMPO_0000433
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974873,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974873,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenC (112),MDA-MB-231_siGENOME_1B,-,-,2974873,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435,http://www.ebi.ac.uk/cmpo/CMPO_0000435
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012388,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012388,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003431,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003431,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003431,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003431,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003431,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012395,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012395,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003438,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003438,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003438,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003438,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003438,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012386,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012386,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003427,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003427,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003427,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003427,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003427,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012399,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012399,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003433,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003433,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003433,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003433,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003433,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003419,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003419,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003419,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003419,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003419,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012391,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012391,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003415,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003415,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003415,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003415,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003415,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012380,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012380,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012379,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012379,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003437,Triangular,triangular shaped cell phenotype,CMPO_0000122,http://www.ebi.ac.uk/cmpo/CMPO_0000122
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003437,Triangular,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003437,Fan,fan-shaped cell phenotype,CMPO_0000428,http://www.ebi.ac.uk/cmpo/CMPO_0000428
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003437,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3003437,Spindly,cell with projections,CMPO_0000071,http://www.ebi.ac.uk/cmpo/CMPO_0000071
OPHN1,idr0028-pascualvargas-rhogtpases/screenD (112),MDA-MB-231_ONTARGETPlus_1A,-,-,3012400,Spindly,elongated cell phenotype,CMPO_0000077,http://www.ebi.ac.uk/cmpo/CMPO_0000077
